,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A5,A5,A5,A5,A5,A5,A5,A5,A6,A6,A6,A6,A6,A6,A6,A6,A7,A7,A7,A7,A7,A7,A7,A7,A8,A8,A8,A8,A8,A8,A8,A8,A9,A9,A9,A9,A9,A9,A9,A9,A10,A10,A10,A10,A10,A10,A10,A10,A11,A11,A11,A11,A11,A11,A11,A11,A12,A12,A12,A12,A12,A12,A12,A12,A13,A13,A13,A13,A13,A13,A13,A13,A14,A14,A14,A14,A14,A14,A14,A14
,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2
Cycle #,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2
23,-0.2487903225806484,-6.25,-1.721367521367522,6.25,-0.3408408408408407,6.250000000000003,0.0,0.0,-0.7474972191323725,6.249999999999956,-0.0273504273504318,6.25,0.0,0.0,-0.11484341484341484,8.673617379884035E-17,-0.09202817945866129,-6.250000000000089,-0.2406837606837621,0.0,0.14860574860574852,0.0,-0.052981552981552986,0.0,-0.8445258445258387,6.25,-0.3743589743589803,-1.7763568394002505E-13,-0.43273273273273277,-6.938893903907228E-16,0.10634920634920633,0.0,-0.4481074481074482,0.0,0.26256410256410734,0.0,0.748005148005148,-6.25,-0.28099528099528104,6.249999999999999,0.10826210826210751,-6.25,0.06700854700854507,-1.7763568394002505E-13,0.0,0.0,0.2213213213213213,-6.938893903907228E-16,-0.549261083743845,4.440892098500626E-14,0.2136752136752034,-6.249999999999822,0.1781209781209781,0.0,0.4636636636636636,-1.3877787807814457E-15,-0.5948310948310933,6.25,0.30324786324786485,-6.25,0.23432003432003418,0.0,0.0,0.0,-0.5396396396396345,0.0,-0.08888888888888005,1.7763568394002505E-13,-0.02565422565422565,-2.6020852139652106E-16,0.0,0.0,-0.705418719211828,6.25,-0.07008547008546202,0.0,-0.42539682539682533,6.25,0.27764907764907765,-6.250000000000002,-0.6610837438423643,6.25,-0.2844444444444548,6.250000000000178,-0.13637923637923638,6.250000000000003,0.6166452166452167,-1.3877787807814457E-15,-0.7645320197044304,6.25,0.5887179487179401,-6.25,-0.6546975546975546,12.499999999999998,0.0,0.0,-0.7083944281524929,8.881784197001252E-14,0.0656410256410254,0.0,-0.3096525096525097,6.25,0.4189189189189189,-6.25,-0.4264264264264195,-6.25,-0.04786324786323803,0.0,-0.13213213213213207,1.3877787807814457E-15,-0.05413985413985414,-4.336808689942018E-17
24,-1.0629032258064535,0.0,-1.2581196581196354,6.250000000000355,-0.30030030030030036,0.0,0.0,0.0,-0.5610678531701889,-1.6263032587282567E-16,-0.03931623931624017,1.7763568394002505E-13,0.0,0.0,0.8776919776919777,-12.5,-0.9278457545420862,6.250000000000089,-0.3613675213675231,1.790234627208065E-13,0.16803946803946804,0.0,-0.04783354783354784,0.0,-0.6430606430606415,6.25,-0.22564102564103564,-1.775489477662262E-13,0.5906906906906907,-6.25,0.09682539682539684,6.938893903907228E-16,-0.2710622710622682,4.423544863740858E-14,0.33128205128203947,-3.469446951953614E-16,0.7440154440154441,0.0,-0.2874302874302874,0.0,-0.61823361823362,6.25,0.2540170940171049,-6.249999999999822,0.0,0.0,0.2195195195195195,6.938893903907228E-16,-0.38560481663929536,4.475586568020162E-14,0.19658119658120768,3.469446951953614E-16,0.20102960102960105,0.0,0.4465465465465466,0.0,-0.3878713878713853,6.250000000000043,0.2464957264957127,1.7763568394002505E-13,0.25851565851565844,0.0,0.0,0.0,-0.452252252252254,6.25,0.23760683760684173,-6.25,-0.021407121407121407,8.673617379884035E-17,0.0,0.0,-0.4162561576354665,-8.673617379884035E-16,0.18290598290597587,-6.250000000000178,-0.38730158730158726,6.25,-1.7226083226083226,25.0,-0.43842364532019495,0.0,0.08341880341880029,1.7832957333041577E-13,-0.13135993135993135,1.3877787807814457E-15,0.6277134277134278,-6.25,-0.4729064039408874,-6.25,-0.13641025641024612,3.469446951953614E-16,0.3692406692406692,-12.5,0.0,0.0,-0.554252199413488,8.881784197001252E-14,0.21743589743588815,-6.250000000000178,-0.2622908622908623,0.0,0.4234234234234234,0.0,-0.22372372372372484,-6.250000000000089,0.10427350427351711,-6.249999999999822,-0.11861861861861858,0.0,-0.051308451308451304,6.25
25,0.12298387096774163,-6.249999999999956,-0.7948717948718058,-6.249999999999645,-0.25975975975976,2.7755575615628914E-15,0.0,0.0,-0.3746384872080053,-8.673617379884035E-16,-0.05128205128204854,1.734723475976807E-16,0.0,0.0,-0.12977262977262977,-8.673617379884035E-17,-0.7636633296255111,6.250000000000089,-0.48205128205128406,0.0,0.18747318747318756,0.0,-0.04268554268554268,0.0,-0.4415954415954443,-9.107298248878237E-16,-0.076923076923091,-4.3368086899420177E-16,-0.38588588588588585,6.25,0.08730158730158735,-6.938893903907228E-16,-0.09401709401709532,-3.469446951953614E-16,0.4,3.469446951953614E-16,0.74002574002574,1.3877787807814457E-15,-0.2938652938652939,-6.938893903907228E-16,-0.3447293447293474,6.249999999999998,-0.5589743589743636,6.249999999999822,0.0,0.0,0.21771771771771772,-6.938893903907228E-16,-0.22194854953475288,0.0,-0.8205128205128165,12.5,0.22393822393822388,0.0,0.4294294294294294,0.0,-0.1809116809116844,-3.469446951953614E-16,0.18974358974358893,-6.25,0.2827112827112827,0.0,0.0,0.0,-0.3648648648648593,0.0,-0.43589743589743646,6.250000000000178,-0.017160017160017166,2.6020852139652106E-16,0.0,0.0,-0.1270935960591191,-6.25,-0.5641025641025579,12.499999999999822,0.6507936507936508,-12.499999999999998,0.2771342771342771,0.0,-0.2157635467980256,-6.250000000000046,0.45128205128205534,-12.500000000000178,-0.12634062634062632,0.0,0.6387816387816387,-6.938893903907228E-16,-0.18128078817734433,-6.25,0.13846153846153925,0.0,0.39317889317889315,-6.25,0.0,0.0,-0.40010997067448323,-8.881784197001252E-14,0.3692307692307793,-6.250000000000178,-0.21492921492921488,0.0,-0.5720720720720721,6.249999999999999,-1.021021021021016,6.25,0.25641025641024384,-6.249999999999822,-0.1051051051051051,-8.673617379884035E-17,-0.048477048477048486,0.0
26,-0.6911290322580633,-4.5102810375396984E-14,-0.33162393162391934,3.552713678800501E-13,-0.2192192192192192,0.0,0.0,0.0,-0.18820912124582878,-6.250000000000044,-0.06324786324785692,0.0,0.0,0.0,-0.13723723723723724,6.25,-0.599480904708936,-8.881784197001252E-14,-0.602735042735045,0.0,0.20690690690690686,0.0,-0.03753753753753753,-1.734723475976807E-16,-0.2401302401302471,-1.0408340855860843E-15,0.07179487179488206,1.7780915628762273E-13,-0.36246246246246244,6.25,0.07777777777777775,1.5612511283791264E-15,0.08302808302808465,6.938893903907228E-16,0.4687179487179606,-6.250000000000002,0.7360360360360361,-6.25,-0.3003003003003003,-3.469446951953614E-16,-0.07122507122507489,-4.475586568020162E-14,-0.3719658119658038,6.250000000000178,0.0,0.0,0.21591591591591594,0.0,-0.05829228243021037,4.440892098500626E-14,0.1623931623931594,-3.469446951953614E-16,0.24684684684684682,0.0,0.41231231231231225,6.938893903907228E-16,0.026048026048023587,-4.475586568020162E-14,0.13299145299146517,-6.249999999999822,0.306906906906907,0.0,0.0,0.0,-0.2774774774774788,8.890457814381136E-14,-0.1094017094017147,4.3368086899420177E-16,-0.012912912912912909,0.0,0.0,0.0,0.16206896551724245,-6.25,-0.31111111111111994,-1.777657882007233E-13,0.6888888888888889,-12.5,0.2768768768768768,-12.5,0.006896551724136708,-6.25,-0.18085470085468955,1.7832957333041577E-13,-0.12132132132132131,0.0,-0.3501501501501501,12.5,-0.8896551724137941,6.25,-0.5866666666666753,6.25,-0.5828828828828829,12.5,0.0,0.0,-0.24596774193547838,-6.249999999999911,-0.47897435897435797,6.2499999999998215,-0.1675675675675675,-1.3877787807814457E-15,0.4324324324324324,6.938893903907228E-16,-0.8183183183183214,6.249999999999999,-0.591452991453001,6.250000000000178,-0.09159159159159161,-7.806255641895632E-16,-0.045645645645645654,0.0
27,-0.5052419354838683,6.250000000000044,-0.8683760683760897,12.499999999999645,-0.1786786786786784,-2.7755575615628914E-15,0.0,0.0,-0.00177975528365227,-6.249999999999956,-0.07521367521366529,1.7763568394002505E-13,0.0,0.0,-0.1447018447018447,0.0,-0.43529847979236097,4.440892098500626E-14,-0.7234188034188059,-1.7763568394002505E-13,0.22634062634062638,0.0,-0.032389532389532384,0.0,-0.038665038665035706,-3.469446951953614E-16,0.2205128205128267,1.7832957333041577E-13,0.6609609609609609,-12.5,0.06825396825396826,0.0,0.2600732600732575,-4.440892098500626E-14,0.5374358974358927,-6.249999999999999,0.7320463320463321,-6.249999999999999,-0.30673530673530675,0.0,0.20227920227920476,4.440892098500626E-14,-0.1849572649572724,0.0,0.0,0.0,0.21411411411411416,0.0,0.10536398467433214,-4.371503159461554E-14,0.14529914529913526,-12.500000000000178,0.26975546975546977,0.0,0.3951951951951952,0.0,0.2330077330077316,4.5102810375396984E-14,-0.923760683760687,18.749999999999996,0.33110253110253124,-6.25,0.0,0.0,-0.19009009009008407,2.0599841277224584E-16,0.21709401709400708,-6.25,-0.008665808665808667,0.0,0.0,0.0,-0.5487684729064102,6.250000000000089,0.9418803418803463,-12.499999999999822,-0.27301587301587305,6.249999999999998,0.2766194766194765,3.469446951953614E-16,-0.7704433497536939,6.249999999999956,-0.8129914529914629,12.5,-0.11630201630201628,-3.469446951953614E-16,0.6609180609180609,-6.250000000000002,-0.5980295566502439,6.25,-0.3117948717948616,6.250000000000178,0.441055341055341,1.734723475976807E-16,0.0,0.0,-0.09182551319648773,-6.249999999999911,-0.32717948717949524,6.249999999999822,-0.12020592020592012,8.673617379884035E-17,-0.5630630630630631,0.0,-0.6156156156156125,8.8557633448616E-14,-0.43931623931624586,6.25,-0.07807807807807812,1.4311468676808659E-15,-0.04281424281424282,-1.734723475976807E-16
28,-0.3193548387096804,0.0,0.5948717948717968,6.25,-0.13813813813813805,-5.464378949326942E-15,0.0,0.0,-0.8153503893214686,12.5,-0.08717948717947366,0.0,0.0,0.0,-0.15216645216645217,0.0,-0.2711160548757859,-4.933119884809045E-16,-0.8441025641025669,6.25,0.24577434577434568,0.0,-0.027241527241527237,-1.734723475976807E-16,0.1628001628001615,6.250000000000089,0.3692307692307713,-3.469446951953614E-16,-0.31561561561561563,0.0,0.05873015873015865,8.673617379884035E-17,0.43711843711843745,-4.371503159461554E-14,-0.39384615384614674,6.249999999999822,-0.27194337194337187,6.25,-0.3131703131703132,0.0,0.4757834757834773,-4.579669976578771E-14,0.002051282051287444,3.469446951953614E-16,0.0,0.0,0.21231231231231226,0.0,0.2690202517788747,-4.440892098500626E-14,0.12820512820513955,-6.249999999999822,0.2926640926640927,0.0,0.37807807807807814,2.1684043449710089E-16,0.4399674399674396,-6.2499999999999565,-0.9805128205128107,18.75,0.3552981552981553,-6.25,0.0,0.0,-0.10270270270270357,8.925152283900673E-14,-0.4564102564102427,6.249999999999822,-0.004418704418704412,0.0,0.0,0.0,-0.2596059113300487,6.25,-0.8051282051282158,6.249999999999998,-0.2349206349206349,6.25,0.27636207636207644,1.3877787807814457E-15,-0.5477832512315245,6.249999999999955,-0.44512820512820783,1.7694179454963432E-13,-0.11128271128271128,0.0,0.671986271986272,-12.5,-0.3064039408867009,4.354155924701786E-14,-0.036923076923076226,1.779826286352204E-13,0.464993564993565,-12.5,0.0,0.0,-0.9376832844574828,6.250000000000089,-0.1753846153846041,-1.7832957333041577E-13,-0.07284427284427296,-4.336808689942018E-17,0.44144144144144143,-6.249999999999999,-0.4129129129129179,-6.938893903907228E-16,-0.2871794871794907,-6.938893903907228E-16,-0.06456456456456452,2.0599841277224584E-15,-0.03998283998283999,1.734723475976807E-16
29,-0.1334677419354854,-4.40619762898109E-14,1.0581196581196832,2.6020852139652106E-16,-0.0975975975975977,-2.667137344314341E-15,0.0,0.0,-0.628921023359285,12.499999999999956,-0.09914529914531045,12.5,0.0,0.0,-0.15963105963105964,3.469446951953614E-16,-0.10693362995921077,-1.734723475976807E-16,-0.9647863247863279,6.249999999999822,0.26520806520806517,0.0,-0.02209352209352209,0.0,0.3642653642653587,6.249999999999909,0.517948717948716,6.249999999999999,-0.2921921921921922,12.499999999999998,0.04920634920634916,6.938893903907228E-16,0.6141636141636174,4.371503159461554E-14,-0.3251282051282146,12.5,-0.27593307593307587,6.250000000000003,-0.3196053196053196,-1.734723475976807E-16,0.7492877492877498,0.0,0.18905982905981886,6.249999999999822,0.0,0.0,0.21051051051051048,-6.249999999999999,0.4326765188834172,-4.371503159461554E-14,-0.8888888888888846,18.749999999999996,0.31557271557271555,0.0,0.360960960960961,-1.474514954580286E-15,0.6469271469271476,6.249999999999956,0.9627350427350371,-6.25000000000018,-0.6205062205062206,6.25,0.0,0.0,-0.015315315315308858,-3.469446951953614E-16,-0.12991452991452093,12.5,-1.716001716001709E-4,0.0,0.0,0.0,0.0295566502463129,0.0,0.44786324786325055,6.249999999999999,-0.1968253968253967,-1.3877787807814457E-15,0.27610467610467615,0.0,-0.3251231527093622,0.0,-0.07726495726495272,0.0,-0.10626340626340625,0.0,-0.3169455169455169,6.25,-0.01477832512315074,-3.469446951953614E-16,0.23794871794870914,5.204170427930421E-16,0.48893178893178896,-6.25,0.0,0.0,-0.783541055718478,6.250000000000089,-0.023589743589741374,1.7728873924482969E-13,-0.02548262548262557,-2.6020852139652106E-16,-0.5540540540540542,6.25,-0.21021021021020903,-8.951173136040325E-14,-0.13504273504273556,0.0,-0.051051051051051045,7.88510670898548E-18,-0.03715143715143716,1.734723475976807E-16
30,0.05241935483870961,4.440892098500626E-14,2.521367521367513,4.163336342344337E-15,-0.05705705705705735,5.529431079676073E-15,0.0,0.0,0.5575083426028915,-12.5,-0.11111111111111882,31.250000000000178,0.0,0.0,-0.1670956670956671,0.0,0.05724879495736432,4.440892098500626E-14,-0.08547008547008886,6.249999999999824,0.2846417846417847,0.0,-0.016945516945516943,0.0,1.56573056573057,6.250000000000089,0.6666666666666606,12.499999999999998,-0.2687687687687687,-6.250000000000002,0.03968253968253967,4.336808689942018E-17,0.7912087912087903,12.499999999999998,-0.25641025641025406,-3.469446951953614E-16,-0.27992277992277986,6.25,-0.32604032604032607,6.25,1.0227920227920224,18.749999999999957,0.37606837606837873,18.74999999999982,0.0,0.0,0.2087087087087087,-6.250000000000002,0.5963327859879597,6.249999999999999,-0.9059829059829088,18.750000000000178,0.3384813384813385,0.0,0.3438438438438438,-6.250000000000003,-0.1461131461131444,25.0,0.9059829059829133,6.250000000000178,-0.5963105963105964,6.25,0.0,0.0,0.07207207207207164,8.881784197001252E-14,0.19658119658120085,12.5,0.0040755040755040845,0.0,0.0,0.0,0.3187192118226602,0.0,-0.29914529914531157,12.500000000000004,-0.15873015873015875,-1.5612511283791264E-15,0.27584727584727586,1.3877787807814457E-15,-0.10246305418719283,6.249999999999999,-0.7094017094016977,18.750000000000178,-0.10124410124410124,0.0,-0.3058773058773058,6.249999999999998,0.2768472906403923,4.440892098500626E-14,0.512820512820523,6.250000000000178,-0.48712998712998723,12.5,0.0,0.0,-0.6293988269794731,8.673617379884035E-16,0.12820512820512137,6.250000000000002,0.021879021879021927,1.3010426069826053E-15,-0.5495495495495496,6.25,-0.007507507507514382,-6.25,0.01709401709401959,0.0,-0.03753753753753756,-2.168404344971009E-17,-0.034320034320034325,8.673617379884035E-17
31,0.23830645161290462,0.0,2.9846153846153993,25.0,-0.01651651651651656,5.551115123125783E-15,0.0,0.0,0.7439377085650751,-6.250000000000002,1.876923076923073,31.250000000000007,0.0,0.0,-0.17456027456027456,0.0,0.2214312198739323,4.440892098500626E-14,-0.20615384615384982,31.25,0.3040755040755042,0.0,-0.011797511797511796,8.131516293641283E-18,1.7671957671957672,43.75,1.8153846153846052,24.999999999999822,0.7546546546546546,-6.25,0.030158730158730183,-1.3660947373317356E-15,0.9682539682539703,37.5,0.8123076923076781,-6.249999999999822,-0.28391248391248386,0.0,-0.33247533247533245,6.25,1.296296296296295,43.75000000000001,1.5630769230769102,31.250000000000007,0.0,0.0,-0.7930930930930931,12.499999999999998,0.7599890530925022,25.0,1.076923076923067,6.249999999999998,0.36138996138996143,0.0,0.32672672672672665,-6.25,2.0608465608465636,31.25000000000004,1.849230769230761,37.50000000000018,-0.5721149721149721,12.5,0.0,0.0,0.15945945945946635,-6.250000000000091,1.5230769230769226,18.75,0.00832260832260834,0.0,0.0,0.0,0.6078817733990076,6.25,0.9538461538461547,24.999999999999996,-0.12063492063492055,2.0816681711721685E-15,0.2755898755898756,0.0,0.12019704433497656,12.5,0.658461538461529,18.75000000000018,-0.09622479622479621,6.938893903907228E-16,-0.2948090948090948,-6.938893903907228E-16,0.5684729064039425,12.5,0.7876923076923084,18.750000000000004,-0.46319176319176325,12.5,0.0,0.0,-0.47525659824046834,1.0408340855860843E-15,0.2800000000000125,18.749999999999996,0.06924066924066931,-1.1275702593849246E-15,0.454954954954955,-6.25,0.19519519519519446,-6.249999999999998,0.16923076923077474,6.250000000000178,-0.024024024024023958,-1.3660947373317356E-15,-0.03148863148863149,0.0
32,0.42419354838709966,-4.371503159461554E-14,4.4478632478632285,62.500000000000355,0.024024024024024232,-5.811323644522304E-15,0.0,0.0,-0.06963292547274837,18.749999999999957,4.8649572649572645,43.75000000000001,0.0,0.0,-0.182024882024882,-2.6020852139652106E-16,0.38561364479050736,6.25,1.6731623931623891,43.75,0.3235092235092235,0.0,-0.0066495066495066485,2.168404344971009E-17,3.9686609686609646,93.75,2.96410256410255,56.25000000000018,-1.221921921921922,12.5,0.020634920634920693,-2.168404344971009E-17,3.145299145299143,68.75000000000004,-0.1189743589743614,25.000000000000007,0.7120978120978121,-12.5,0.661089661089661,-6.25,4.5698005698005675,74.99999999999996,3.75008547008547,62.5,0.0,0.0,-0.7948948948948948,12.5,1.9236453201970447,56.25000000000004,1.0598290598290714,37.49999999999983,0.38429858429858427,-6.25,-0.6903903903903903,12.500000000000004,3.2678062678062645,75.0,3.7924786324786375,81.25,-0.5479193479193478,0.0,0.0,0.0,0.24684684684684685,-8.881784197001252E-14,2.8495726495726443,25.000000000000007,0.012569712569712567,-4.336808689942018E-17,0.0,0.0,0.8970443349753692,18.75,2.206837606837593,37.50000000000017,-0.0825396825396826,-1.3444106938820255E-15,0.2753324753324753,-6.25,1.3428571428571459,25.000000000000007,2.026324786324784,31.25000000000017,-0.09120549120549121,1.734723475976807E-16,-0.2837408837408837,0.0,0.8600985221674856,31.24999999999991,2.0625641025640937,31.250000000000178,0.5607464607464607,-12.5,0.0,0.0,-0.3211143695014635,1.0408340855860843E-15,1.4317948717948752,31.250000000000007,0.1166023166023167,-1.734723475976807E-16,-0.5405405405405406,6.25,-0.6021021021020967,6.249999999999911,0.3213675213675299,12.499999999999824,-0.010510510510510471,0.0,-0.02865722865722866,1.734723475976807E-16
33,0.6100806451612876,6.249999999999954,8.911111111111115,106.25,0.06456456456456458,-6.250000000000005,0.0,0.0,1.1167964404894353,18.750000000000043,8.852991452991455,100.00000000000003,0.0,0.0,-0.1894894894894895,1.734723475976807E-16,0.5497960697070825,18.75,5.552478632478628,68.75,0.3429429429429428,-6.25,-0.0015015015015015017,-1.0842021724855044E-17,10.170126170126176,118.74999999999989,7.112820512820523,56.24999999999982,0.8015015015015015,-6.249999999999998,0.011111111111111094,0.0,7.322344322344323,106.25000000000003,0.9497435897435992,31.24999999999983,-0.29189189189189185,0.0,0.6546546546546547,-6.25,8.843304843304846,112.49999999999997,7.937094017094029,62.49999999999982,0.0,0.0,0.20330330330330335,-6.250000000000002,5.087301587301587,106.24999999999997,4.042735042735047,68.74999999999983,0.4072072072072072,0.0,-0.7075075075075075,12.5,8.474765974765972,118.75000000000004,8.735726495726485,75.0,1.4762762762762764,-18.750000000000004,0.0,0.0,-0.6657657657657726,12.5,6.176068376068367,18.750000000000174,0.01681681681681682,0.0,0.0,0.0,2.1862068965517234,43.75,5.459829059829059,87.49999999999999,-0.04444444444444442,2.168404344971009E-17,0.275075075075075,0.0,2.5655172413793084,62.499999999999986,4.394188034188039,81.24999999999983,-0.08618618618618618,1.734723475976807E-16,-0.27267267267267264,0.0,3.1517241379310357,43.75,4.337435897435907,68.74999999999983,0.5846846846846847,-12.499999999999998,0.0,0.0,-0.16697214076245864,12.5,3.583589743589738,50.00000000000016,0.1639639639639641,0.0,0.46396396396396394,0.0,-0.39939939939940206,6.249999999999998,1.4735042735042851,18.749999999999822,0.0030030030030030147,0.0,-0.025825825825825828,0.0
34,0.7959677419354826,31.249999999999957,16.374358974359,174.99999999999966,0.10510510510510493,-1.734723475976807E-16,0.0,0.0,2.3032258064516116,37.5,16.84102564102565,106.24999999999997,0.0,0.0,-0.19695409695409696,0.0,1.7139784946236576,37.50000000000004,10.431794871794867,118.74999999999997,0.36237666237666233,-6.25,0.003646503646503645,1.951563910473908E-16,21.37159137159137,93.75000000000001,14.261538461538468,-1.7763568394002505E-13,-0.17507507507507508,0.0,0.0015873015873014928,1.3877787807814457E-15,16.499389499389498,93.75000000000001,4.018461538461532,6.249999999999998,-0.29588159588159585,6.25,0.6482196482196482,-6.25,20.11680911680912,87.49999999999997,17.12410256410256,-12.499999999999996,0.0,0.0,0.20150150150150156,-6.25,12.25095785440613,118.75000000000003,9.025641025641024,43.75000000000016,-0.5698841698841698,6.25,0.2753753753753754,-6.249999999999998,18.68172568172568,93.75,19.67897435897436,-12.500000000000021,-0.49952809952809957,6.938893903907228E-16,0.0,0.0,0.42162162162162203,8.881784197001252E-14,9.502564102564088,12.500000000000163,0.021063921063921076,-1.3010426069826053E-16,0.0,0.0,4.475369458128078,87.5,10.712820512820524,106.24999999999984,-0.006349206349206235,1.3444106938820255E-15,-0.7251823251823253,6.249999999999998,6.788177339901478,99.99999999999999,9.762051282051294,68.74999999999983,-0.08116688116688114,-1.734723475976807E-16,-0.2616044616044616,-3.469446951953614E-16,6.443349753694579,81.24999999999999,8.612307692307693,87.49999999999999,-0.3913770913770913,12.5,0.0,0.0,-0.012829912023453785,24.99999999999991,7.735384615384629,74.99999999999982,0.21132561132561148,-1.3877787807814457E-15,0.4684684684684685,-6.25,-0.1966966966966932,6.938893903907228E-16,2.625641025641012,37.50000000000017,0.01651651651651639,-4.336808689942018E-17,-0.022994422994422996,4.336808689942018E-17
35,1.9818548387096775,56.24999999999996,31.83760683760683,124.99999999999997,-0.8543543543543547,12.5,0.0,0.0,4.489655172413795,75.0,31.82905982905984,6.249999999999789,0.0,0.0,-0.2044187044187044,-8.673617379884035E-17,3.8781609195402327,75.00000000000006,22.311111111111106,87.49999999999997,-0.6181896181896182,12.5,0.008794508794508792,1.734723475976807E-16,37.57305657305657,18.750000000000146,21.410256410256412,-43.75,-0.15165165165165168,6.25,-0.007936507936507997,1.4311468676808659E-15,30.676434676434678,24.999999999999968,6.087179487179492,-6.250000000000003,-0.29987129987129985,-6.938893903907228E-16,0.6417846417846418,-6.25,34.390313390313395,18.74999999999998,24.31111111111112,-49.99999999999998,0.0,0.0,0.19969969969969967,-6.25,26.414614121510674,62.499999999999986,18.008547008546998,-24.999999999999815,0.453024453024453,-6.25,0.2582582582582582,-12.499999999999996,33.88868538868539,31.25,27.62222222222221,-56.249999999999844,0.5246675246675248,1.3877787807814457E-15,0.0,0.0,0.5090090090090026,-6.25,13.829059829059839,-1.887379141862766E-13,0.025311025311025304,1.734723475976807E-16,0.0,0.0,10.764532019704433,112.5,23.965811965811962,2.7755575615628914E-14,0.03174603174603161,2.8622937353617317E-15,0.27456027456027443,0.0,15.010837438423646,87.49999999999997,21.129914529914522,-24.999999999999833,-0.07614757614757614,-1.734723475976807E-16,-0.2505362505362505,-3.469446951953614E-16,12.734975369458128,99.99999999999999,18.887179487179477,18.750000000000206,-0.36743886743886756,6.249999999999999,0.0,0.0,2.141312316715537,37.500000000000085,14.887179487179491,74.99999999999984,0.25868725868725884,2.7755575615628914E-15,0.47297297297297297,-3.469446951953614E-16,0.006006006006001436,8.81239525796218E-14,5.777777777777767,62.50000000000018,0.030030030030029988,-1.3877787807814457E-15,-0.020163020163020164,0.0
