,A1,A1,A1,A1,A1,A1,A1,A1,A2,A2,A2,A2,A2,A2,A2,A2,A3,A3,A3,A3,A3,A3,A3,A3,A4,A4,A4,A4,A4,A4,A4,A4,A5,A5,A5,A5,A5,A5,A5,A5,A6,A6,A6,A6,A6,A6,A6,A6,A7,A7,A7,A7,A7,A7,A7,A7,A8,A8,A8,A8,A8,A8,A8,A8,A9,A9,A9,A9,A9,A9,A9,A9,A10,A10,A10,A10,A10,A10,A10,A10,A11,A11,A11,A11,A11,A11,A11,A11,A12,A12,A12,A12,A12,A12,A12,A12,A13,A13,A13,A13,A13,A13,A13,A13,A14,A14,A14,A14,A14,A14,A14,A14
,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2
Cycle #,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2,FAM,FAM D2,Cy3,Cy3 D2,TxR,TxR D2,Cy5,Cy5 D2
9,0.1487903225806427,6.25,0.7931623931624086,-12.5,0.09159159159159178,0.0,0.0,0.0,-0.35750834260289355,12.5,0.14017094017094223,0.0,0.0,0.0,-0.01033891033891034,0.0,0.6094178717093017,-6.25,-0.5511111111111086,6.25,-0.12346632346632344,0.0,-0.12505362505362505,6.25,0.3349613349613295,0.0,-0.45641025641026206,6.25,0.23933933933933935,-12.5,0.23968253968253964,-6.25,0.07326007326007491,0.0,0.3005128205128301,0.0,-0.19613899613899607,0.0,0.8090948090948091,-12.5,0.27920227920227786,0.0,0.4488888888888778,-6.25,0.0,0.0,0.2465465465465466,-6.25,0.1595511767925528,6.25,0.45299145299145605,-6.25,-0.14259974259974262,0.0,-0.29669669669669674,0.0,0.5077330077330089,0.0,0.09777777777776805,0.0,-0.10441870441870443,0.0,0.0,0.0,0.23693693693693904,0.0,0.34017094017095817,0.0,-0.08511368511368511,0.0,0.0,0.0,0.24630541871920972,6.25,0.38803418803418027,0.0,0.04126984126984121,0.0,-0.7187473187473188,12.5,0.22167487684729256,0.0,0.5654700854700877,-6.25,-0.20664950664950665,0.0,0.4616902616902617,-6.25,0.15270935960590976,0.0,0.7405128205128313,-12.5,0.01016731016731017,0.0,0.0,0.0,0.1336143695014676,6.25,-0.05948717948716649,6.25,0.02728442728442722,0.0,-0.6441441441441442,6.25,0.7357357357357419,0.0,-0.1777777777777817,6.25,-0.32132132132132135,0.0,-0.09377949377949378,0.0
10,0.33467741935483775,0.0,1.2564102564102382,-12.5,0.13213213213213212,0.0,0.0,0.0,-0.17107897664070992,6.25,0.12820512820513386,0.0,0.0,0.0,-0.01780351780351781,0.0,0.7736002966258768,-6.25,0.3282051282051304,-6.25,-0.10403260403260403,0.0,-0.1199056199056199,0.0,-0.4635734635734591,6.25,0.6923076923076826,-6.25,0.2627627627627628,0.0,0.23015873015873015,-6.25,0.25030525030524775,-6.25,-0.6307692307692377,12.5,-0.20012870012870007,0.0,-0.19734019734019734,0.0,-0.4472934472934496,6.25,-0.36410256410256236,6.25,0.0,0.0,0.2447447447447448,0.0,0.3232074438970953,-6.25,0.4358974358974319,-6.25,-0.11969111969111969,0.0,-0.31381381381381385,0.0,-0.2853072853072831,0.0,0.041025641025644294,0.0,-0.08022308022308017,0.0,0.0,0.0,0.3243243243243195,0.0,0.6666666666666515,-6.25,-0.08086658086658087,0.0,0.0,0.0,0.5354679802955713,-12.5,-0.3589743589743534,6.25,0.07936507936507929,0.0,0.2809952809952809,-6.25,0.444334975369462,6.25,0.9333333333333428,-6.25,-0.20163020163020162,0.0,0.4727584727584728,-12.5,0.44433497536945993,0.0,0.015384615384616608,6.25,0.034105534105534095,-6.25,0.0,0.0,-0.7122434017595275,6.25,0.09230769230769624,-6.25,0.0746460746460746,0.0,0.3603603603603604,0.0,-0.06156156156156344,6.25,-0.025641025641026546,6.25,-0.30780780780780786,6.25,-0.09094809094809096,6.25
11,0.5205645161290328,-6.25,0.7196581196581247,6.25,0.17267267267267247,0.0,0.0,0.0,0.015350389321466588,-6.25,0.11623931623932549,0.0,0.0,0.0,-0.02526812526812527,0.0,-0.062217278457548125,6.25,0.2075213675213695,-6.25,-0.08459888459888462,0.0,0.8852423852423852,-12.5,-0.2621082621082619,6.25,-0.15897435897437276,0.0,-0.7138138138138138,12.5,0.22063492063492066,0.0,-0.5726495726495723,6.25,0.4379487179487228,-6.25,-0.20411840411840407,0.0,-0.20377520377520378,6.2499999999999964,-0.17378917378917708,0.0,-0.17709401709403097,0.0,0.0,0.0,-0.7570570570570571,12.5,0.48686371100163783,-6.25,0.41880341880340777,0.0,-0.09678249678249677,0.0,-0.33093093093093096,1.3877787807814457E-15,-0.07834757834758221,0.0,-0.015726495726507892,0.0,-0.056027456027456006,0.0,0.0,0.0,0.4117117117117142,0.0,0.9931623931624017,-12.5,-0.07661947661947663,1.3877787807814457E-15,0.0,0.0,0.8246305418719186,-12.5,0.8940170940170844,-6.25,0.11746031746031742,0.0,0.28073788073788064,-12.500000000000004,-0.33300492610837573,-4.440892098500626E-14,0.30119658119656945,0.0,-0.1966108966108966,0.0,-0.5161733161733162,6.249999999999998,-0.2640394088669899,0.0,-0.709743589743598,12.5,0.05804375804375805,1.3877787807814457E-15,0.0,0.0,0.4418988269794773,-6.25,0.24410256410255898,-6.25,0.12200772200772193,0.0,-0.6351351351351352,2.7755575615628914E-15,0.1411411411411454,6.25,0.1264957264957286,0.0,-0.2942942942942944,0.0,-0.08811668811668812,0.0
12,0.7064516129032278,-6.249999999999999,1.1829059829060111,-1.734723475976807E-15,0.21321321321321327,0.0,0.0,0.0,-0.7982202447163498,6.250000000000044,0.10427350427351711,1.7763568394002505E-13,0.0,0.0,-0.032732732732732736,0.0,0.10196514645902696,0.0,0.08683760683760852,6.249999999999823,-0.0651651651651651,0.0,-0.10960960960960961,6.25,-0.06064306064306471,-6.25,-0.010256410256399704,6.25,0.3096096096096096,-6.249999999999999,-0.7888888888888889,6.250000000000002,-0.3956043956043923,6.250000000000044,0.5066666666666549,-12.500000000000178,-0.20810810810810806,0.0,-0.21021021021021022,6.25,-0.9002849002848975,6.249999999999956,0.009914529914528885,-6.249999999999822,0.0,0.0,0.24114114114114113,-6.25,-0.34948002189381966,6.249999999999911,0.40170940170941205,-8.673617379884035E-16,-0.07387387387387388,0.0,-0.3480480480480481,9.107298248878237E-16,-0.8713878713878742,6.250000000000044,-0.07247863247863165,0.0,-0.03183183183183185,0.0,0.0,0.0,0.4990990990990947,-6.25,0.3196581196581235,6.25,-0.07237237237237237,9.107298248878237E-16,0.0,0.0,-0.8862068965517198,12.5,0.14700854700855076,-6.250000000000178,0.15555555555555553,0.0,0.28048048048048035,0.0,0.8896551724137937,-12.499999999999998,0.6690598290598245,0.0,-0.1915915915915916,0.0,-0.5051051051051051,12.499999999999998,0.02758620689654607,-1.734723475976807E-16,0.5651282051282158,-12.500000000000178,0.08198198198198199,3.469446951953614E-16,0.0,0.0,-0.40395894428151785,8.933825901280557E-14,-0.6041025641025499,6.250000000000178,0.16936936936936933,0.0,0.3693693693693694,-6.25,0.34384384384384004,-6.250000000000089,0.27863247863248375,1.7832957333041577E-13,-0.2807807807807808,6.249999999999998,0.9147147147147148,-12.5
13,-0.10766129032258434,6.250000000000044,1.6461538461538407,-6.25,0.2537537537537536,-6.25,0.0,0.0,-0.6117908787541733,6.250000000000044,0.09230769230768032,-1.77115266897232E-13,0.0,0.0,-0.0401973401973402,0.0,0.266147571375602,-6.250000000000089,-0.033846153846152444,12.500000000000181,-0.04573144573144581,0.0,-0.10446160446160445,6.249999999999998,0.1408221408221467,-6.25,0.13846153846154494,-1.7728873924482969E-13,0.33303303303303305,-6.25,0.20158730158730157,-1.3444106938820255E-15,-0.21855921855921942,4.5276282722994665E-14,-0.4246153846153845,6.25,-0.21209781209781206,0.0,-0.21664521664521666,6.25,-0.626780626780625,4.458239333260394E-14,-0.8030769230769113,6.250000000000178,0.0,0.0,0.23933933933933935,-12.499999999999996,-0.18582375478927718,-8.916478666520788E-14,0.3846153846153879,-1.0408340855860843E-15,-0.050965250965250994,0.0,-0.3651651651651652,1.734723475976807E-16,-0.6644281644281662,0.0,-0.1292307692307554,0.0,-0.007636207636207588,0.0,0.0,0.0,0.5864864864864895,-6.25,-0.3538461538461547,6.25,-0.06812526812526813,1.734723475976807E-16,0.0,0.0,-0.5970443349753725,12.500000000000089,0.39999999999998864,-3.469446951953614E-16,0.1936507936507936,0.0,-0.7197769197769197,12.5,-0.887684729064037,6.249999999999956,0.03692307692307963,6.25,-0.18657228657228656,0.0,-0.494036894036894,0.0,-0.6807881773399037,6.25,-0.15999999999999887,1.7763568394002505E-13,0.10592020592020591,0.0,0.0,0.0,-0.2498167155425272,6.249999999999911,-0.45230769230768714,6.2499999999998215,0.21673101673101672,0.0,-0.6261261261261262,-3.469446951953614E-16,0.5465465465465489,-6.24999999999991,0.4307692307692389,3.469446951953614E-16,-0.2672672672672673,6.250000000000002,-0.08245388245388247,0.0
14,0.07822580645161067,4.5102810375396984E-14,1.1094017094017272,6.25,0.2942942942942944,-6.25,0.0,0.0,-0.42536151279198964,4.336808689942018E-14,0.08034188034187195,-6.249999999999822,0.0,0.0,-0.04766194766194766,6.25,-0.5696700037078228,6.249999999999911,0.8454700854700866,-1.779826286352204E-13,-0.02629772629772629,0.0,0.9006864006864007,-12.5,-0.6577126577126561,-8.881784197001252E-14,0.28717948717948955,1.7789589246142157E-13,-0.6435435435435436,12.5,-0.807936507936508,6.249999999999998,-0.04151404151403945,-6.249999999999956,-0.35589743589742395,6.249999999999822,-0.21608751608751606,0.0,0.7769197769197769,-12.5,-0.3532763532763524,-6.25,-0.6160683760683798,6.25,0.0,0.0,-0.7624624624624624,6.25,-0.022167487684734668,-6.25,0.3675213675213638,-1.7728873924482969E-13,-0.028056628056628053,0.0,-0.38228228228228234,8.673617379884035E-16,-0.4574684574684582,-6.25,-0.1859829059829076,0.0,0.016559416559416677,0.0,0.0,0.0,-0.32612612612613007,6.25,0.9726495726495671,-12.499999999999645,-0.06387816387816389,8.673617379884035E-16,0.0,0.0,-0.30788177339901096,-6.249999999999911,-0.34700854700854505,6.25,0.23174603174603167,0.0,0.27996567996568,0.0,-0.6650246305418747,12.5,0.4047863247863347,0.0,-0.18155298155298155,6.25,0.517031317031317,-12.500000000000004,-0.3891625615763536,0.0,-0.8851282051282134,18.750000000000004,0.12985842985842985,3.469446951953614E-16,0.0,0.0,-0.09567448680352235,-6.25,-0.3005128205128244,0.0,0.2640926640926641,0.0,-0.6216216216216217,6.25,-0.2507507507507565,8.916478666520788E-14,0.582905982905994,-6.249999999999822,0.7462462462462462,-12.5,-0.07962247962247963,6.249999999999999
15,0.2641129032258057,-6.249999999999956,1.5726495726495568,3.552713678800501E-13,-0.6651651651651652,12.5,0.0,0.0,-0.23893214682981312,-6.249999999999956,0.06837606837606358,0.0,0.0,0.0,-0.055126555126555135,0.0,-0.4054875787912478,6.250000000000089,1.7247863247863255,-12.499999999999822,-0.006864006864006877,0.0,-0.09416559416559415,0.0,-0.4562474562474589,6.249999999999911,0.4358974358974342,-12.499999999999822,0.37987987987987987,0.0,0.18253968253968247,1.3877787807814457E-15,0.1355311355311334,-6.25,-0.2871794871794918,1.7763568394002505E-13,-0.22007722007722005,0.0,0.7704847704847705,-6.25,-1.0797720797720798,6.249999999999911,-0.42905982905982,1.7763568394002505E-13,0.0,0.0,-0.7642642642642642,6.25,-0.8585112205801921,6.249999999999956,0.35042735042733963,1.7763568394002505E-13,-0.0051480051480051634,0.0,-0.39939939939939945,1.734723475976807E-16,-1.2505087505087502,6.25,-0.24273504273503135,0.0,0.040755040755040724,0.0,0.0,0.0,-0.23873873873873533,6.25,-0.7008547008547111,12.5,-0.059631059631059635,1.734723475976807E-16,0.0,0.0,-0.018719211822663593,-12.5,-0.09401709401710719,6.249999999999822,0.2698412698412699,0.0,0.2797082797082797,-12.5,-0.44236453201970527,4.440892098500626E-14,0.7726495726495614,-6.250000000000178,-0.17653367653367652,6.25,-0.4719004719004719,0.0,-0.09753694581280341,-6.25,0.3897435897436003,-6.249999999999822,0.15379665379665383,0.0,0.0,0.0,0.058467741935482494,-6.25,-0.14871794871796168,0.0,0.31145431145431135,-6.25,-0.6171171171171171,0.0,-0.048048048048047624,-8.881784197001252E-14,0.7350427350427492,-6.250000000000178,0.7597597597597598,-6.25,-0.0767910767910768,3.469446951953614E-16
16,-0.5499999999999993,6.2499999999999565,2.0358974358974433,-18.749999999999645,-0.6246246246246249,12.5,0.0,0.0,-0.0525027808676295,-6.249999999999999,-0.9435897435897448,12.499999999999822,0.0,0.0,0.9374088374088374,-12.5,-0.2413051538746727,0.0,1.6041025641025646,-6.25,0.012569712569712533,0.0,-0.08901758901758901,6.249999999999998,-1.2547822547822476,6.250000000000089,0.5846153846153789,-6.25,0.40330330330330333,-6.249999999999999,0.17301587301587298,-6.25,-0.6874236874236866,6.250000000000044,-0.2184615384615313,1.7763568394002505E-13,-0.22406692406692405,0.0,-0.23595023595023593,6.25,-0.8062678062678074,6.249999999999955,-0.2420512820512886,1.784163095042146E-13,0.0,0.0,-0.7660660660660661,6.25,-0.6948549534756354,6.249999999999911,0.3333333333333439,0.0,0.01776061776061778,0.0,-0.41651651651651656,6.250000000000002,-1.0435490435490422,6.25,-0.29948717948718356,0.0,0.06495066495066498,0.0,0.0,0.0,-0.15135135135135483,0.0,-0.3743589743589609,12.500000000000178,-0.05538395538395538,7.806255641895632E-16,0.0,0.0,-0.729556650246302,6.249999999999911,0.15897435897435913,-6.25,0.30793650793650795,0.0,0.27945087945087943,0.0,-0.2197044334975359,-6.250000000000044,0.14051282051281647,6.25,0.8284856284856286,-12.5,-0.4608322608322608,12.5,-0.8059113300492674,6.249999999999868,0.6646153846153857,-18.749999999999822,0.17773487773487776,-1.734723475976807E-16,0.0,0.0,-0.7873900293255126,6.249999999999911,0.0030769230769294607,-1.7746221159242737E-13,0.35881595881595874,0.0,-0.6126126126126127,6.25,-0.8453453453453388,-1.734723475976807E-16,-0.11282051282052408,6.25,-0.2267267267267267,6.249999999999998,-0.07395967395967397,6.938893903907228E-16
17,-0.36411290322580425,6.25,1.499145299145273,-18.749999999999996,0.41591591591591587,-6.250000000000003,0.0,0.0,-0.866073414905453,6.249999999999999,0.04444444444444685,0.0,0.0,0.0,-0.07005577005577006,0.0,-0.0771227289580976,-3.469446951953614E-16,1.4834188034188036,-6.249999999999999,0.03200343200343205,0.0,-0.08386958386958386,0.0,-0.053317053317050306,-6.250000000000089,-1.2666666666666766,18.75,0.42672672672672673,-6.25,0.1634920634920635,1.0408340855860843E-15,-0.5103785103785138,6.249999999999956,-0.14974358974359916,-6.249999999999999,-0.22805662805662805,6.25,0.7576147576147576,-6.25,-0.5327635327635348,-6.249999999999956,-0.05504273504272874,-3.469446951953614E-16,0.0,0.0,-0.7678678678678679,6.250000000000002,-0.5311986863710929,-6.25,0.3162393162393198,6.938893903907228E-16,0.04066924066924067,0.0,-0.43363363363363366,6.25,-0.8365893365893342,-4.466912950640278E-14,-0.3562393162393073,0.0,0.08914628914628903,0.0,0.0,0.0,-0.06396396396396012,-8.881784197001252E-14,0.9521367521367609,-18.750000000000178,-0.05113685113685114,8.673617379884035E-17,0.0,0.0,-1.4403940886699547,12.5,0.41196581196582543,-6.25,0.346031746031746,-6.25,-0.7208065208065209,12.5,0.0029556650246334976,-6.25,0.5083760683760715,-1.7763568394002505E-13,0.8335049335049335,-6.25,-0.4497640497640497,0.0,-0.5142857142857172,4.440892098500626E-14,-0.06051282051282897,3.469446951953614E-16,0.20167310167310168,-1.7347234759768068E-17,0.0,0.0,-0.6332478005865078,8.881784197001252E-14,0.1548717948717922,1.7780915628762273E-13,-0.5938223938223939,6.25,-0.6081081081081081,6.249999999999999,-0.6426426426426441,6.25,0.03931623931623108,6.25,0.7867867867867868,-6.25,-0.07112827112827114,-1.734723475976807E-16
18,-0.17822580645160926,-6.249999999999956,-0.0376068376068406,0.0,0.45645645645645666,-12.500000000000004,0.0,0.0,-0.6796440489432694,6.25,0.032478632478638476,-6.25,0.0,0.0,-0.07752037752037752,6.249999999999998,0.08705969595847748,-6.25,1.3627350427350426,1.7867651802561113E-13,0.05143715143715135,0.0,-0.07872157872157871,0.0,-0.8518518518518531,8.881784197001252E-14,-0.11794871794873188,6.938893903907228E-16,0.45015015015015014,-6.25,0.153968253968254,-6.250000000000002,-0.3333333333333338,-6.25,-0.08102564102563861,1.7760315787485048E-13,-0.23204633204633204,6.25,-0.2488202488202488,-1.3877787807814457E-15,-0.25925925925926224,-6.25,0.13196581196580268,1.7763568394002505E-13,0.0,0.0,0.23033033033033032,-6.25,-0.3675424192665504,-6.249999999999956,0.29914529914529564,0.0,0.06357786357786356,0.0,0.5492492492492492,-6.25,-0.6296296296296262,4.614364446098307E-14,-0.4129914529914595,6.25,0.11334191334191329,0.0,0.0,0.0,0.02342342342342038,-6.25,0.27863247863248264,-6.25,-0.0468897468897469,0.0,0.0,0.0,-0.15123152709359314,-6.250000000000089,-0.3350427350427367,6.249999999999822,0.3841269841269841,-6.25,0.27893607893607886,0.0,-0.7743842364532042,6.25,0.8762393162393266,-12.5,-0.16147576147576148,12.499999999999998,0.5613041613041614,-12.499999999999998,-0.22266009852216712,-6.249999999999911,-0.7856410256410151,12.500000000000178,0.2256113256113256,3.3610267347050637E-16,0.0,0.0,-0.47910557184750296,-8.673617379884035E-16,0.30666666666665493,-1.7728873924482969E-13,0.4535392535392535,-6.25,0.3963963963963964,-6.250000000000003,-1.4399399399399353,6.249999999999911,0.19145299145298622,0.0,-0.19969969969969972,0.0,-0.0682968682968683,1.734723475976807E-16
19,0.007661290322578651,-12.5,-1.574358974358954,18.74999999999964,0.496996996996997,-3.469446951953614E-16,0.0,0.0,-0.49321468298109283,-4.3483735131151967E-14,0.020512820512830102,6.250000000000178,0.0,0.0,-0.084984984984985,-1.734723475976807E-16,0.25124212087505254,-6.249999999999999,0.24205128205128176,6.250000000000176,0.07087087087087088,0.0,-0.07357357357357357,0.0,-0.6503866503866559,6.24999999999991,0.030769230769241176,-12.500000000000178,-0.5264264264264265,6.25,0.14444444444444451,0.0,-0.15628815628815382,-6.250000000000002,-1.0123076923076781,12.5,0.7639639639639639,-12.5,-0.2552552552552553,12.5,-0.9857549857549827,6.249999999999999,0.31897435897436255,1.7763568394002505E-13,0.0,0.0,0.22852852852852854,-6.25,-1.203886152162008,6.25,0.2820512820512715,-3.469446951953614E-16,0.0864864864864865,0.0,0.5321321321321322,-6.249999999999998,-0.4226699226699253,-2.0816681711721685E-15,-0.46974358974358327,0.0,0.13753753753753756,0.0,0.0,0.0,0.11081081081081509,-6.250000000000089,-0.3948717948717956,12.5,-0.04264264264264264,0.0,0.0,0.0,-0.8620689655172458,8.881784197001252E-14,-0.0820512820512704,6.25,-0.5777777777777778,6.25,0.27867867867867857,-12.500000000000004,-0.5517241379310348,6.249999999999956,0.2441025641025533,1.0408340855860843E-15,0.8435435435435436,-1.0408340855860843E-15,-0.4276276276276276,6.250000000000002,-0.9310344827586169,6.250000000000089,-0.5107692307692298,6.250000000000176,0.24954954954954953,-4.336808689942018E-17,0.0,0.0,-1.3249633431084982,6.25,0.4584615384615461,-6.250000000000178,-0.4990990990990991,6.25,0.40090090090090086,-6.25,-0.23723723723724066,-6.250000000000087,0.34358974358974137,-6.250000000000178,-0.18618618618618624,6.25,-0.06546546546546547,-1.734723475976807E-16
20,-0.8064516129032263,4.44956571588051E-14,-2.1111111111111245,18.750000000000348,-0.46246246246246264,6.250000000000003,0.0,0.0,-0.3067853170189092,-6.250000000000044,0.008547008547021734,0.0,0.0,0.0,-0.09244959244959244,1.734723475976807E-16,-0.5845754542083865,6.249999999999911,1.1213675213675207,-6.25000000000018,0.0903045903045904,0.0,-0.06842556842556842,-1.734723475976807E-16,-0.4489214489214445,-8.673617379884035E-17,-0.8205128205128142,6.2499999999998215,-0.503003003003003,12.5,-0.8650793650793651,12.5,-0.979242979242981,6.25,0.05641025641025408,-1.734723475976807E-16,0.7599742599742599,-6.25,-0.2616902616902617,6.938893903907228E-16,-0.7122507122507101,6.250000000000044,0.505982905982894,-6.249999999999822,0.0,0.0,0.22672672672672675,6.938893903907228E-16,-1.0402298850574654,6.250000000000044,0.2649572649572758,-3.469446951953614E-16,0.1093951093951094,0.0,0.515015015015015,0.0,-0.2157102157102173,-4.3021142204224816E-14,0.47350427350426455,-6.25,0.16173316173316182,0.0,0.0,0.0,-0.8018018018018044,12.500000000000089,-0.06837606837607382,-6.938893903907228E-16,-0.0383955383955384,-3.469446951953614E-16,0.0,0.0,-0.5729064039408842,8.881784197001252E-14,0.1709401709401675,-6.250000000000178,-0.5396825396825397,6.25,0.2784212784212783,1.3877787807814457E-15,-0.3290640394088654,-6.249999999999956,-0.38803418803419165,12.5,0.8485628485628486,-12.5,-0.41655941655941653,12.5,-0.6394088669950667,-4.5102810375396984E-14,-0.23589743589744444,-6.938893903907228E-16,0.2734877734877735,-6.25,0.0,0.0,-0.17082111436950748,-6.249999999999911,0.6102564102564088,-6.25,-0.45173745173745183,6.25,0.40540540540540543,6.938893903907228E-16,-1.0345345345345318,-8.81239525796218E-14,0.4957264957264965,-6.25,-0.17267267267267264,6.938893903907228E-16,-0.06263406263406264,6.249999999999999
21,-1.6205645161290314,18.750000000000043,-1.647863247863238,-3.552713678800501E-13,0.5780780780780782,-6.25,0.0,0.0,-0.1203559510567327,-6.250000000000044,0.9965811965811849,-12.499999999999998,0.0,0.0,-0.09991419991419992,0.0,-0.4203930292918115,6.25,6.837606837598286E-4,-1.7763568394002505E-13,0.1097383097383097,0.0,-0.06327756327756327,0.0,-0.2474562474562473,-6.249999999999911,-0.6717948717948695,6.25,-0.4795795795795796,-6.938893903907228E-16,0.12539682539682542,0.0,-0.802197802197801,6.250000000000044,0.12512820512821463,-6.25,-0.24401544401544403,12.5,0.7318747318747318,-12.5,-0.43874643874643754,4.423544863740858E-14,0.6929914529914538,-6.2499999999998215,0.0,0.0,0.22492492492492497,-6.938893903907228E-16,-0.87657361795293,4.440892098500626E-14,0.24786324786325167,0.0,0.13230373230373232,0.0,0.49789789789789785,0.0,-0.008750508750509312,-6.250000000000044,-0.5832478632478592,6.25,0.18592878592878587,0.0,0.0,0.0,-0.7144144144144097,6.249999999999911,0.258119658119648,-6.249999999999822,-0.034148434148434145,-3.469446951953614E-16,0.0,0.0,-0.2837438423645369,-6.25,0.4239316239316338,-6.250000000000178,-0.5015873015873016,6.938893903907228E-16,-0.7218361218361218,12.5,-0.10640394088669604,-6.250000000000046,-0.020170940170936548,-1.7763568394002505E-13,0.8535821535821536,-6.25,0.5945087945087946,-6.25,-0.3477832512315308,-6.249999999999956,0.03897435897436935,-1.7763568394002505E-13,0.2974259974259974,-6.25,0.0,0.0,-1.0166788856305027,8.864436962241484E-14,-0.23794871794872846,6.25,0.5956241956241956,-12.5,0.4099099099099099,0.0,-0.8318318318318372,6.25,-0.35213675213674833,6.249999999999824,-0.15915915915915915,0.0,-0.0598026598026598,0.0
22,-1.4346774193548364,6.25,-1.1846153846154084,-6.250000000000355,-0.3813813813813815,2.7755575615628914E-15,0.0,0.0,-0.9339265850945491,6.249999999999999,-0.01538461538462343,0.0,0.0,0.0,-0.10737880737880737,6.25,-0.2562106043752364,-6.25,-0.12000000000000113,6.250000000000178,0.12917202917202922,0.0,-0.05812955812955813,0.0,-0.04599104599105011,-6.25,-0.5230769230769249,-1.7763568394002505E-13,0.5438438438438439,-6.25,0.11587301587301582,-6.25,-0.6251526251526281,5.204170427930421E-16,0.19384615384614676,0.0,0.7519948519948519,6.938893903907228E-16,-0.27456027456027454,0.0,-0.165242165242165,-6.25,-0.11999999999998635,6.250000000000178,0.0,0.0,0.22312312312312318,0.0,-0.7129173508483875,4.414871246360974E-14,0.23076923076922753,0.0,0.1552123552123552,0.0,0.4807807807807807,0.0,0.1982091982091987,-6.25,0.3599999999999886,1.7763568394002505E-13,0.21012441012441013,0.0,0.0,0.0,0.3729729729729708,-12.5,-0.41538461538463023,6.25,-0.029901329901329904,3.469446951953614E-16,0.0,0.0,-0.9945812807881753,6.250000000000089,-0.3230769230769283,6.25,-0.4634920634920635,-6.938893903907228E-16,0.27790647790647793,-12.499999999999998,-0.8837438423645337,6.25,0.3476923076923185,-6.250000000000178,-0.14139854139854138,6.25,0.6055770055770056,-6.25,-1.0561576354679807,6.249999999999956,0.3138461538461547,-6.250000000000179,-0.6786357786357786,12.499999999999998,0.0,0.0,-0.8625366568914977,6.249999999999999,-0.08615384615383732,6.25,-0.35701415701415706,1.3877787807814457E-15,0.41441441441441446,6.938893903907228E-16,-0.6291291291291283,8.965050923848138E-14,-0.19999999999999318,6.250000000000178,-0.14564564564564567,3.469446951953614E-16,0.9430287430287431,-12.5
